,word
1991,ประคอง
2689,ประคับประคอง
6266,ประจวบ
8377,ประจำปี
633,ประจำวัน
4016,ประจำเดือน
1341,ประชด
3010,ประชดประชัน
557,ประชา
8303,ประชากร
5200,ประชาชน
8035,ประชาธิปไตย
7289,ประชุมเพลิง
3192,ประตู
7284,ประตูน้ำ
9124,ประทาน
993,ประท้วง
201,ประธาน
6885,ประปา
8820,ประพฤติ
856,ประมง
8694,ประวัติ
8822,ประวัติศาสตร์
3753,ประสบการณ์
7481,ประสบปัญหา
4560,ประสบภัย
8833,ประสาท
3304,ประสานเสียง
4963,ประหลาด
2478,ประเด็น
4256,ประเทศ
4221,ประเทศชาติ
2475,ประเทศไทย
7134,ประเพณี
6362,ประเสริฐ
2808,ประโยค
1394,ประโยคบอกเล่า
4958,ประโยชน์
5797,ปรัก
113,ปรัชญา
4959,ปรับทุกข์
562,ปรารภ
5078,ปราสาท
6540,ปราโมทย์
1070,ปริ
1377,ปริญญาตรี
4608,ปริญญาบัตร
6636,ปริบ
1401,ปริมาณ
7148,ปริวาส
7094,ปริศนา
1979,ปริ้าน
1144,ปริ๊น
6224,ปริ๊นต์
5864,ปล
3582,ปลคบ
3910,ปลวก
1868,ปลอกแขน
3111,ปลอบ
1422,ปลอบประโลม
6228,ปลอบใจ
1675,ปลอม
8990,ปลอมตัว
2811,ปละ
5177,ปลัด
4896,ปลั๊ก
3163,ปลั๊กไฟ
3685,ปลา
8669,ปลากด
3182,ปลากระป๋อง
6595,ปลาย
1166,ปลายทาง
2902,ปลายนิ้ว
3745,ปลายเดือน
2696,ปลายแถว
7406,ปลาหมึก
6564,ปลาโลมา
510,ปลาไหล
1178,ปลื้ม
710,ปลุก
6015,ปล่อยวาง
6988,ปว
2263,ปวง
1221,ปวช
4616,ปวด
3464,ปวดท้อง
6538,ปวดฟัน
632,ปวดหลัง
3845,ปวดหัว
8124,ปวดใจ
1872,ปสม
2464,ปห
6515,ปหอ
5448,ปอ
2635,ปอย
5541,ปัก
5292,ปักษ์ใต้
3135,ปัจจัยภายนอก
5487,ปัจจุบัน
3586,ปัจฉิม
4708,ปัจฉิมนิเทศ
7368,ปัญหา
4523,ปัญหาโลกแตก
6301,ปัต
1758,ปัน
6780,ปัย
3930,ปัส
8062,ปัสสาวะ
6993,ปั่น
1034,ปั้นหน้า
80,ปั้บ
1583,ปั้ม
8905,ปั้มฟอล
921,ปั้มไลค์
3717,ปั๊บ
875,ปั๊ป
4599,ปั๊ม
4462,ปั๊มน้ำมัน
81,ปา
2361,ปาก
2603,ปากกา
7713,ปากคลอง
3224,ปากซอย
6104,ปากนกกระจอก
3157,ปากน้ำ
2003,ปากมาก
5000,ปากร้าย
47,ปากหมา
2073,ปากหวาน
3977,ปากแข็ง
1990,ปาด
3355,ปาท่องโก๋
8214,ปาน
3098,ปาม
4569,ปารีส
4364,ปาร์ค
321,ปาร์ตี้
3642,ปาล์ม
8640,ปาว
2952,ปำ
5031,ปิง
692,ปิงปอง
7677,ปิดกิจการ
4887,ปิดทาง
2431,ปิดบัญชี
6860,ปิดหน้า
4497,ปิดเทอม
5807,ปิน
3636,ปิโตรเลียม
3125,ปิ่
2489,ปิ่น
8547,ปิ้ง
4746,ปิ้น
3556,ปิ๊ก
765,ปิ๊ง
7196,ปี
2135,ปีกนก
4252,ปีการศึกษา
6562,ปีกุน
5042,ปีน
7569,ปีนป่าย
8148,ปีหน้า
1501,ปีใหม่
1906,ปึก
7146,ปืด
7272,ปืน
8399,ปุ
341,ปุจฉา
3653,ปุ่ม
9100,ปุ่มกด
3342,ปุ้บ
8261,ปุ้ป
8083,ปุ๊
9035,ปุ๊บ
7984,ปู
7233,ปูน
182,ปู๊นปู๊น
3299,ป็อป
5655,ป็อปคอร์
405,ป่วน
189,ป่วยหนัก
6136,ป่วยไข้
5996,ป่อง
5720,ป่ะ
4040,ป่า
2227,ป่าช้า
1008,ป่าน
5127,ป่านนี้
5606,ป่าว
7674,ป่าวร้อง
2279,ป้อ
7779,ป้อง
2703,ป้อม
5394,ป้ะ
1097,ป้ะคน
9070,ป้ะว้ะ
1373,ป้า
4635,ป้าบ
2820,ป้าย
5667,ป้ายรถเมล์
3995,ป๊อป
1107,ป๊า
17,ป๋มม
1350,ป๋วย
1360,ป๋วยคน
5532,ป๋วยป
1242,ป๋วยอึ๊ง
3831,ป๋อง
898,ป์
1391,ผ
1051,ผง
27,ผงซักฟอก
8474,ผช
6931,ผชคน
5654,ผชคบ
8646,ผชงงป
8489,ผชผญ
6053,ผญ
4031,ผญก้
7731,ผญคน
4155,ผญผม
8885,ผญมศว
2206,ผญอ้ะ
139,ผด
3418,ผนัง
2938,ผปค
5234,ผมบาง
4066,ผมบ๊อบ
4532,ผมม้า
3275,ผมหยิก
2202,ผล
3085,ผลการวิจัย
4315,ผลการเรียน
4019,ผลข้างเคียง
1744,ผลงาน
6450,ผลดี
1547,ผลตอบแทน
5924,ผลบุญ
7847,ผลผลิต
4367,ผลสอบ
8347,ผลัก
1535,ผลักไส
2116,ผลิ
6120,ผลเสีย
5936,ผลไม้
1719,ผศดร
2110,ผอง
2544,ผอม
6777,ผัก
6236,ผักกาดดอง
7560,ผักโขม
8842,ผัง
5212,ผังเมือง
7690,ผับ
8682,ผัว
1430,ผิ
6767,ผิดคน
4669,ผิดระเบียบ
125,ผิดหวัง
1431,ผิดเวลา
4922,ผิว
9137,ผิวกาย
1700,ผิวขาว
4718,ผิวคล้ำ
6760,ผิวสองสี
3014,ผิวหนัง
5275,ผี
5920,ผีตองเหลือง
136,ผีสิง
7594,ผีเสื้อ
153,ผึ้ง
246,ผื่น
5284,ผุ้
1375,ผูกขาด
6967,ผูกคอตาย
8059,ผู้กระทำ
6832,ผู้ขาย
4198,ผู้คน
8490,ผู้ชาย
5134,ผู้ดูแล
4195,ผู้นำ
2969,ผู้ปกครอง
454,ผู้พิพากษา
2594,ผู้พิพากษาหัวหน้าศาล
4558,ผู้รอบรู้
5123,ผู้รับ
7763,ผู้รู้
5488,ผู้รู้แจ้ง
4310,ผู้สูงอายุ
4555,ผู้หญิง
3815,ผู้อื่น
5704,ผู้เยาว์
4970,ผู้โดยสาร
8911,ผู้ใช้
7701,ผู้ใด
4285,ผู้ใหญ่
9040,ผ่อน
4528,ผ่อนคลาย
5819,ผ่อนผัน
284,ผ่า
155,ผ่านฟ้า
1512,ผ่านหน้า
4035,ผ้า
674,ผ้าถุง
4063,ผ้าปูโต๊ะ
3521,ผ้าพันคอ
4812,ผ้าลาย
339,ผ้าห่ม
1642,ผ้าอนามัย
1525,ผ้าเช็ดตัว
3164,ผ้าใบ
641,ฝ
973,ฝช้
7658,ฝน
3288,ฝนตก
2461,ฝนหลวง
7666,ฝฝ
974,ฝรั่ง
24,ฝรั่งเศส
1701,ฝันดี
4543,ฝันเปียก
9152,ฝั่ง
1588,ฝั่งธน
7140,ฝั่งธนฯ
3720,ฝา
1691,ฝากเงิน
2551,ฝาด
3273,ฝี
2589,ฝีมือ
8630,ฝืน
8106,ฝืนยิ้ม
1400,ฝุด
4559,ฝุ่น
4858,ฝ่าย
5067,พ
2652,พก
4179,พง
2377,พจ
5004,พจน
8594,พจี
920,พชม
1092,พญา
3595,พญานาค
8309,พฐ
5368,พท
8749,พน
8437,พนม
6592,พนมมือ
7024,พนักงาน
6020,พนัส
3389,พบเห็น
8029,พม่า
6908,พย
5785,พยนต์
1087,พยากรณ์อากาศ
2802,พยาธิ
8539,พยาบาล
8514,พยาม
4638,พยุง
2140,พร
6276,พรม
6253,พรมเช็ดเท้า
8544,พรรณ
7121,พรหม
4869,พรหมลิขิต
9144,พระ
9011,พระคุณ
5174,พระจันทร์
8844,พระที่นั่งอนันตสมาคม
7250,พระนคร
2585,พระนครเหนือ
223,พระบรมฉายาลักษณ์
854,พระบรมธาตุ
4504,พระบรมราชานุสาวรีย์
6572,พระบรมราชูปถัมภ์
3646,พระบรมรูป
960,พระบรมศพ
6144,พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช
5842,พระมหากรุณาธิคุณ
2787,พระมหากษัตริย์
5287,พระราชกรณียกิจ
8698,พระราชทาน
4275,พระราชพิธี
5607,พระราชวัง
4935,พระราชอิสริยยศ
733,พระราม
7472,พระรามเก้า
2329,พระรูป
3037,พระศพ
7807,พระสังฆราช
1338,พระองค์
4993,พระอาทิตย์
3233,พระอินทร์
3748,พระเจ้า
3843,พระเอก
586,พราก
1277,พราน
1630,พรำ
3532,พริก
500,พริกไทย
2566,พริบตา
8335,พรีเซนต์
7052,พรุ่ง
827,พรุ่งนี้
8278,พรูด
2490,พร่อง
5064,พร่า
2055,พฤ
424,พฤกษศาสตร์
7249,พฤกษา
3234,พฤติกรรม
6007,พฤหัส
3778,พล
9077,พลอย
4011,พลอยไพลิน
8513,พละ
7877,พลัง
6073,พลังงาน
4915,พลัด
7023,พลัส
8648,พลั้ง
5141,พลาซ่า
9135,พลาด
3779,พลาดท่า
1809,พลาสติก
1331,พลาสเตอร์
7711,พลิ
2388,พลิก
5888,พลี
3579,พลู
3044,พล่าม
6033,พวก
4759,พวกคุณ
6557,พวกเขา
509,พวกเรา
4620,พวงมาลัย
4838,พส
7760,พหล
445,พหลโยธิน
6778,พหอ
1896,พหุ
365,พอก
3813,พอกัน
6137,พอกับ
4636,พอตัว
256,พอร์ต
2459,พอให้
6871,พอได้
3440,พอไปได้
5617,พะเยา
6949,พะโล้
4540,พักผ่อนหย่อนใจ
8256,พักพิง
734,พักสมอง
8183,พักเที่ยง
2849,พักใหญ่
7499,พัง
8112,พังงา
4947,พัฒน
5192,พัฒนาการ
2032,พัด
7066,พัดลม
4331,พัทยา
3513,พันธุศาสตร์
43,พันธ์
4839,พับ
4786,พับผ้า
1240,พัม
1042,พัวพัน
1900,พัศ
5705,พัสดุ
3769,พัสดุไปรษณีย์
3767,พาณิชย์
8201,พาต้า
3331,พาท
848,พาน
2064,พาม
7724,พาย
8803,พารากอน
1637,พาราไดซ์
1731,พาร์ค
2979,พาร์ท
899,พาร์ทไทม์
3876,พาล
6209,พาส
7501,พาสปอร์ต
1534,พาสเทล
3379,พาหุ
6446,พาหุรัด
8047,พิกัด
3455,พิจารณาคดี
4508,พิช
6269,พิซซ่า
5602,พิทบูล
5118,พิทักษ์
6270,พิธี
8557,พิธีกร
8409,พิธีการ
8320,พิน
3641,พินี
2664,พินีคน
3980,พิพิธภัณฑ์
3446,พิม
8416,พิมาน
5423,พิษณุโลก
8272,พิเชฐ
8085,พิเชษฐ์
2869,พิ้ก
7322,พี
5237,พีค
4193,พีช
2375,พีวีซี
2335,พี่
9082,พี่ชาย
944,พี่น้อง
6639,พี่สาว
4185,พึงกระทำ
6693,พึงมี
1889,พืเน
8153,พื่น
620,พื้น
823,พื้นฐาน
7833,พื้นดิน
950,พื้นที่
4642,พุ
6589,พุง
7762,พุงป่อง
4914,พุด
6493,พุทธ
5348,พุทธมณฑล
3700,พุธ
310,พุ่ง
2727,พุ้ง
1140,พู
2197,พูดจา
1204,พูดถึง
8994,พูดน้อย
6982,พูดมาก
1187,พูดว่า
4665,พูดเก่ง
1484,พู่กัน
7076,พเฟ่
1645,พเลค
273,พแมท
7030,พ็อกเก็ต
5782,พ่อ
2390,พ่อครัว
4160,พ่อค้า
6458,พ่อหลวง
4100,พ่อแม่
4673,พ่ะ
6311,พ่ายแพ้
7063,พ้นไป
5092,พ้อ
3929,ฟ
3927,ฟฟ
3087,ฟฟิค
962,ฟรั่ง
878,ฟร้ะ
4703,ฟล
6181,ฟลุ๊ก
1820,ฟวย
4210,ฟอ
2872,ฟอกสี
4670,ฟอง
2150,ฟองน้ำ
3252,ฟอน
7053,ฟอร์จูน
8312,ฟะ
3204,ฟัค
4694,ฟังออก
8117,ฟังเพราะ
1196,ฟังเพลง
2924,ฟังได้
7696,ฟัด
190,ฟัน
1032,ฟันกราม
6789,ฟันดาบ
3136,ฟันปลอม
664,ฟัา
59,ฟาด
1552,ฟาย
2072,ฟาส
7880,ฟาสคน
233,ฟิ
8190,ฟิค
3922,ฟิคจอย
2168,ฟิต
743,ฟิน
3115,ฟิมล์
2262,ฟิล
6245,ฟิลม์
7232,ฟิล์ม
9090,ฟิว
370,ฟิวคน
6763,ฟิวคนรอ
5314,ฟิวมั่ก
5115,ฟิวรอ
188,ฟิวรอคน
2687,ฟิวฯ
5789,ฟิวเจอร์
6647,ฟิวเจอร์ปาร์ค
8212,ฟิส
3534,ฟิสิกส์
9172,ฟิสเนสหอบี
5249,ฟี
2024,ฟี่
7473,ฟืตเนส
3887,ฟื้น
8823,ฟุ
7028,ฟุต
6821,ฟุตซอล
7662,ฟุตบาท
7347,ฟุ้งซ่าน
6826,ฟู
13,ฟูก
1912,ฟูมฟาย
6065,ฟู่
2252,ฟู๊ด
4168,ฟเฟ
3077,ฟเฟต์
4892,ฟเฟย์
1770,ฟเฟล
4680,ฟเฟ่
3278,ฟ่กืำาท
2169,ฟ้อน
3155,ฟ้ะ
1177,ฟ้า
1671,ฟ้าร้อง
6138,ฟ้่า
1757,ภ
2672,ภปร
3904,ภริยา
7188,ภะ
1635,ภัทร
8639,ภัย
4057,ภัยพิบัติ
6171,ภา
8798,ภากร
376,ภาค
6328,ภาคการศึกษา
1303,ภาควิชา
3257,ภาคอีสาน
3490,ภาคเรียน
4906,ภาคเหนือ
8058,ภาชี
1194,ภาพ
4014,ภาพถ่าย
663,ภาพรวม
6960,ภาพลักษณ์
