text,probability
สถานะเราตอนนี้ เราเลือกได้หรอ ? เธอถามเราว่า 'ถ้าเธอจะไป เราจะโอเคมั้ย ?' เธอถามเรามาแบบนี้ เรายังเลือกได้อีกหรอ ? นอกจากต้องปล่อยเธอจริงๆ,0.8085
ส-อาทิต ตึกกิจปิดเปล่า จะไปส่งเอกสารร,0.8085
อยากมีคนคุย ._.,0.8085
สวัสดีค่ะ ที่ธรรมศาสตร์มีอะไรแพงๆให้คนรวยซื้อบ้างคะ ?,0.8085
ปิดเทอม หางานทำดีมั้ยน้าาาาาาาาาา ทำอะไรดีน้าาาาาา หรือนอนอยู่บ้านดูซีรี่ดีน้าาาาา,0.8085
ผมเป็นคนเดียวหรือเปล่าที่นึกภาพตัวเองตอนมีเเฟนไม่ออก? 🤔,0.8085
ทำไมทุกคนชอบทักมาตอนเล่น rov ห้ะ!!!๚,0.8085
ไม่อยากทำไรเลย นอกจากอยากรวย55555555,0.8085
อยากมีคนคุย,0.8085
"""มึงอ้วนขึ้นปะ""
#memer",0.8086
เหนื่อยเกินไปไหม,0.8086
ที่ทักเรามาเพื่อที่จะเอาแชทเราไปดองไว้หรอ??,0.8086
เหนื่อยเกินไปไหม,0.8086
ร้านส้มตำข้างร้านก๋วยเตี๋ยวต้มยำหลังมอยังเปิดอยู่มั้ยอ่ะ,0.8086
มีใครอยู่สัตวเเพทย์มช.มั้ยคะะ,0.8086
อยากนอนเปื่อยอยู่บ้านเเบบไม่ต้องทำไร,0.8086
คนที่มีแฟนอยู่แล้วแต่มาคุยกับคนอื่นนี้เค้าไม่มีความรู้สึกผิดเลยหรอ🙄,0.8086
อยากกินไก่ว้าว มีใครรับหิ้วมั้ย,0.8086
ถ้าเราหายไป บอกให้รู้ใว้ หัวใจรักจริง,0.8086
สีน่ารักมั้ยยย อยากทำมากกก,0.8086
อยู่บ้านแล้วเหงา ใครมีหนังหรือซีรีย์แนะนำบ้าง,0.8087
แนะนำ,0.8087
ตินนี้มีจุดคัดกรองตรงไหนยังเปิดอยู่คะ,0.8087
ผช เกษตร เข้าถึงยากจังงุ้ย,0.8087
อยู่ปี3ความรู้สึกอยากซิ่วยังมีมาตลอด ไม่ใช่เรียนไม่ได้ แต่โคตรไม่ชอบ 😥,0.8087
รถตู้ไปฟิวออกเรื่อยๆเลย #tunews,0.8087
อยากจีบเด็ก ฬ,0.8087
ซิตี้ป้าค เปนควยไร สันยานไฟไฟม้ดังอยุ้นั่น หลายรอบและ หอห่วยชิบหาย ถ้าไฟไห้มจริงคนจะรุ้ไหมวะ,0.8087
ขอเพลงที่เหมาะกับความรู้สึกเส็งเคร็งตอนนี้หน่อย😭,0.8087
มีใครอยู่หอใน แล้วมียอดเงินเข้าบัญชีแปลกๆมาไหมมม  นี่ไม่แน่ใจว่าเป็นของสนง.จัดการทรัพย์สิน โอนให้รึป่าวววว ไม่แน่ใจว่าใช่ค่าส่วนต่างเนื่องจากยังไม่มีตู้เย็น ทีวีงี้รึป่าว เพราะได้ทั้งเราและเมทเลย,0.8088
ทำไมตอนจะสอบ อยากออกกำลังกายอย่างไม่เคยเป็นมาก่อน // ทำทุกอย่างที่ไม่ใช่อ่านหนังสือ,0.8088
อู้วๆๆ,0.8088
เพราะหนูไม่สวยรึเปล่าคะถึงโดนมองข้ามตลอด,0.8088
อู้อ้าอู้อ้า,0.8088
อยากไปเที่ยววว ไม่อยากอยู่หองุ,0.8088
ขอ how to นอนหลับก่อนไปขึ้นเวรดึกทีค่ะ,0.8089
อห มีแฟนแล้วก็ไม่บอก,0.8089
ศาลากลางเก่าจังหวัดปทุมธานีวางได้ไหมครับ,0.8089
ทำไมต้องใส่หมวกค๊ะ!!!,0.8089
ไม่ว่างอ่ะ 😢😢 #memer,0.8089
ขอฮาวทูมีกำลังใจอ่านหนังสือหน่อยค่าาา ปีนี้นุ้งจะเข้ามหาลัยแล้ววว แงงงงง,0.8089
"ถ้าเค้าจะชอบ
เค้าชอบไปนานแล้ว",0.8089
สอนCRRTหน่อย😭,0.8089
เเกล้งทักผมมาที,0.8089
ชอบมาทำให้รู้สึกดีด้วยทุกครั้งเลย อย่าทำให้หวั่นไหวได้มั้ยถ้าไม่ได้คิดอะไร...,0.8089
